company,time,area,location,waste_generated,quality_grade,selling_price
Infosys,28/04/2023,4991,Bangalore,91.0,Q1,262599
Tata Group,09/09/2022,4461,Chennai,112.0,Q3,294907
Infosys,04/06/2021,4112,Bangalore,62.0,Q2,178501
Adani Group,19/03/2021,4261,Bangalore,77.0,Q1,222632
Tata Group,18/02/2022,3653,Delhi,87.0,Q2,251464
Tata Group,30/12/2022,4341,Bangalore,89.0,Q1,256447
Reliance Industries,02/04/2021,4676,Chennai,109.0,Q3,288320
Satya Papers,28/01/2022,2746,Bangalore,82.0,Q1,236608
Satya Papers,22/04/2022,2749,Bangalore,89.0,Q1,257423
Tata Group,04/08/2023,2650,Chennai,79.0,Q1,208927
Adani Group,12/03/2021,1346,Delhi,0.0,Q1,0
Tata Group,04/11/2022,1215,Delhi,76.0,Q2,217918
Satya Papers,15/09/2023,2486,Chennai,79.0,Q1,209487
Adani Group,09/09/2022,4848,Bangalore,90.0,Q2,258852
Infosys,14/07/2023,4692,Delhi,99.0,Q2,285680
Adani Group,23/09/2022,1924,Delhi,74.0,Q2,211762
Satya Papers,22/07/2022,2297,Bangalore,70.0,Q2,202838
Reliance Industries,08/04/2022,1747,Delhi,51.0,Q1,146925
Infosys,01/12/2023,4570,Kolkata,101.0,Q3,265591
Satya Papers,27/01/2023,4806,Mumbai,91.0,Q1,263212
Infosys,06/10/2023,4519,Kolkata,123.0,Q3,324571
Infosys,12/03/2021,1813,Delhi,66.0,Q2,190829
Tata Group,28/04/2023,1514,Bangalore,41.0,Q1,119484
Satya Papers,08/01/2021,1250,Delhi,93.0,Q2,269049
Reliance Industries,19/11/2021,3441,Bangalore,89.0,Q2,256585
Infosys,23/09/2022,3678,Chennai,73.0,Q2,193030
Satya Papers,25/06/2021,1734,Kolkata,63.0,Q1,166529
Infosys,14/07/2023,1596,Mumbai,40.0,Q1,115115
Infosys,13/10/2023,1033,Bangalore,48.0,Q1,139406
Infosys,28/01/2022,3991,Kolkata,128.0,Q3,338726
Satya Papers,15/12/2023,3722,Bangalore,88.0,Q2,253446
Tata Group,14/10/2022,4243,Kolkata,71.0,Q1,186284
Infosys,18/03/2022,4584,Bangalore,60.0,Q2,174094
Adani Group,07/07/2023,1832,Kolkata,77.0,Q2,203506
Tata Group,14/07/2023,4658,Chennai,103.0,Q3,271775
Satya Papers,01/01/2021,1873,Kolkata,57.0,Q1,151513
Infosys,17/12/2021,2249,Kolkata,95.0,Q2,251924
Reliance Industries,14/01/2022,1202,Chennai,59.0,Q1,156469
Infosys,21/07/2023,3517,Delhi,112.0,Q3,323810
Tata Group,18/08/2023,1364,Kolkata,73.0,Q1,193529
Satya Papers,11/03/2022,3617,Mumbai,99.0,Q1,285684
Infosys,15/10/2021,4726,Mumbai,96.0,Q1,275480
Infosys,16/07/2021,2641,Bangalore,62.0,Q2,177899
Reliance Industries,28/07/2023,1191,Mumbai,54.0,Q1,156461
Adani Group,21/10/2022,3984,Mumbai,76.0,Q2,218338
Adani Group,03/09/2021,3562,Delhi,97.0,Q1,278582
Infosys,07/01/2022,1349,Kolkata,87.0,Q2,229957
Adani Group,12/11/2021,2635,Kolkata,96.0,Q1,252251
Tata Group,23/12/2022,3497,Mumbai,72.0,Q1,206241
Tata Group,18/11/2022,2709,Bangalore,30.0,Q1,86736
Infosys,28/01/2022,3155,Delhi,37.0,Q1,106599
Infosys,09/06/2023,3056,Bangalore,86.0,Q2,248301
Adani Group,18/06/2021,2342,Bangalore,59.0,Q2,170291
Satya Papers,15/01/2021,3228,Chennai,78.0,Q1,206881
Tata Group,15/07/2022,3279,Chennai,91.0,Q2,240863
Satya Papers,16/04/2021,4605,Bangalore,74.0,Q1,212318
Reliance Industries,04/03/2022,3484,Kolkata,110.0,Q3,290619
Satya Papers,20/01/2023,4150,Delhi,68.0,Q1,195870
Reliance Industries,14/07/2023,4220,Chennai,41.0,Q1,107637
Reliance Industries,01/12/2023,3999,Chennai,104.0,Q3,275097
Satya Papers,02/12/2022,4856,Chennai,117.0,Q3,308850
Reliance Industries,19/02/2021,1701,Kolkata,102.0,Q3,269670
Adani Group,15/01/2021,1033,Chennai,44.0,Q1,115944
Tata Group,02/09/2022,4651,Chennai,104.0,Q3,274960
Adani Group,03/09/2021,4896,Kolkata,102.0,Q3,269693
Infosys,09/07/2021,3322,Mumbai,95.0,Q2,273667
Tata Group,03/09/2021,2320,Bangalore,58.0,Q1,165762
Satya Papers,24/09/2021,1825,Kolkata,25.0,Q1,64866
Adani Group,13/01/2023,2336,Bangalore,88.0,Q2,253470
Reliance Industries,15/12/2023,3463,Mumbai,71.0,Q2,203283
Adani Group,28/04/2023,2121,Bangalore,48.0,Q1,138043
Satya Papers,10/11/2023,1864,Mumbai,70.0,Q1,201639
Satya Papers,07/10/2022,1588,Kolkata,101.0,Q3,267163
Satya Papers,27/05/2022,3310,Chennai,89.0,Q2,234306
Reliance Industries,05/05/2023,2050,Chennai,40.0,Q1,105500
Tata Group,19/02/2021,1807,Kolkata,100.0,Q2,263454
Infosys,09/09/2022,4657,Delhi,102.0,Q3,292354
Infosys,25/02/2022,3786,Bangalore,100.0,Q3,289398
Infosys,22/01/2021,2656,Chennai,58.0,Q1,151953
Tata Group,05/03/2021,3077,Kolkata,74.0,Q1,195373
Reliance Industries,28/05/2021,3756,Bangalore,67.0,Q1,192905
Tata Group,28/01/2022,4807,Bangalore,100.0,Q3,288466
Infosys,30/12/2022,4389,Kolkata,74.0,Q2,194903
Tata Group,22/01/2021,2764,Mumbai,95.0,Q1,272885
Tata Group,08/01/2021,2587,Mumbai,38.0,Q1,109282
Reliance Industries,20/01/2023,1874,Delhi,53.0,Q2,153554
Adani Group,17/03/2023,4088,Bangalore,83.0,Q1,237654
Infosys,15/01/2021,3458,Chennai,91.0,Q2,240463
Satya Papers,12/08/2022,3336,Chennai,63.0,Q2,165258
Tata Group,15/10/2021,4052,Delhi,100.0,Q3,288210
Adani Group,20/01/2023,3596,Mumbai,104.0,Q3,298912
Adani Group,24/09/2021,1038,Kolkata,45.0,Q1,120064
Adani Group,03/12/2021,4864,Chennai,116.0,Q3,307275
Tata Group,03/11/2023,2386,Kolkata,60.0,Q1,159699
Infosys,02/09/2022,2180,Chennai,72.0,Q2,190063
Reliance Industries,01/04/2022,3174,Bangalore,58.0,Q2,166104
Adani Group,29/04/2022,2816,Kolkata,88.0,Q2,232459
Tata Group,20/01/2023,1820,Chennai,56.0,Q1,149151
Infosys,16/12/2022,3553,Kolkata,54.0,Q2,142728
Infosys,01/10/2021,3111,Chennai,71.0,Q1,188334
Satya Papers,14/01/2022,2344,Bangalore,63.0,Q1,180371
Reliance Industries,28/04/2023,1357,Delhi,75.0,Q1,217141
Reliance Industries,25/02/2022,3057,Delhi,96.0,Q1,277360
Adani Group,24/09/2021,2918,Mumbai,33.0,Q1,95817
Reliance Industries,22/04/2022,1545,Chennai,84.0,Q2,220801
Satya Papers,11/06/2021,3720,Delhi,119.0,Q3,343094
Adani Group,07/07/2023,2932,Mumbai,53.0,Q2,153022
Tata Group,16/06/2023,1303,Kolkata,37.0,Q1,98844
Reliance Industries,21/10/2022,4384,Chennai,123.0,Q3,324664
Adani Group,11/03/2022,3878,Delhi,74.0,Q2,214202
Infosys,02/09/2022,4107,Kolkata,50.0,Q1,131732
Reliance Industries,02/09/2022,3241,Delhi,84.0,Q2,242282
Reliance Industries,17/11/2023,1945,Bangalore,83.0,Q1,237868
Adani Group,14/01/2022,1400,Bangalore,79.0,Q1,227424
Tata Group,02/12/2022,1649,Chennai,74.0,Q1,194851
Adani Group,09/12/2022,1631,Kolkata,81.0,Q1,214574
Satya Papers,18/06/2021,2375,Delhi,82.0,Q2,236833
Tata Group,23/04/2021,4094,Bangalore,79.0,Q2,228627
Reliance Industries,21/05/2021,3687,Bangalore,71.0,Q2,203414
Reliance Industries,14/01/2022,3208,Kolkata,86.0,Q1,226377
Satya Papers,21/07/2023,4781,Delhi,69.0,Q1,200017
Satya Papers,09/06/2023,4781,Delhi,132.0,Q3,380818
Satya Papers,19/11/2021,1061,Delhi,28.0,Q1,81797
Adani Group,18/02/2022,2705,Chennai,62.0,Q1,162490
Satya Papers,20/10/2023,1812,Bangalore,65.0,Q1,188567
Tata Group,10/03/2023,4828,Bangalore,99.0,Q2,284094
Infosys,29/04/2022,2772,Bangalore,85.0,Q2,244394
Reliance Industries,28/04/2023,3153,Bangalore,110.0,Q3,317249
Reliance Industries,29/10/2021,3669,Delhi,101.0,Q3,291647
Infosys,02/09/2022,4335,Mumbai,61.0,Q1,176947
Reliance Industries,21/01/2022,4556,Delhi,72.0,Q1,207537
Adani Group,29/07/2022,3241,Mumbai,91.0,Q2,260963
Reliance Industries,22/04/2022,4524,Delhi,101.0,Q3,290017
Tata Group,13/01/2023,1984,Kolkata,80.0,Q1,212375
Tata Group,02/09/2022,1568,Mumbai,68.0,Q2,196212
Reliance Industries,07/05/2021,4026,Chennai,121.0,Q3,319800
Infosys,29/09/2023,3805,Kolkata,52.0,Q1,136177
Reliance Industries,09/06/2023,2581,Bangalore,108.0,Q3,311710
Infosys,21/07/2023,3651,Chennai,100.0,Q3,264385
Reliance Industries,21/04/2023,3365,Kolkata,78.0,Q1,205408
Adani Group,11/03/2022,4348,Bangalore,112.0,Q3,322131
Adani Group,22/12/2023,1874,Bangalore,81.0,Q2,232301
Tata Group,04/08/2023,2876,Kolkata,67.0,Q1,177522
Satya Papers,19/11/2021,4572,Kolkata,116.0,Q3,305986
Tata Group,14/07/2023,1382,Bangalore,66.0,Q1,189797
Satya Papers,11/11/2022,3419,Bangalore,67.0,Q2,191640
Adani Group,31/03/2023,3705,Mumbai,95.0,Q1,272749
Adani Group,09/09/2022,1422,Bangalore,77.0,Q2,221797
Tata Group,29/10/2021,4333,Delhi,76.0,Q1,217576
Adani Group,22/01/2021,1038,Kolkata,14.0,Q1,36845
Reliance Industries,20/10/2023,3975,Delhi,127.0,Q3,364969
Tata Group,25/03/2022,1229,Kolkata,60.0,Q2,159511
Satya Papers,23/12/2022,2406,Delhi,69.0,Q2,199268
Tata Group,02/07/2021,1978,Mumbai,77.0,Q1,221009
Satya Papers,23/09/2022,4124,Delhi,74.0,Q1,212555
Tata Group,04/11/2022,1063,Chennai,100.0,Q3,264336
Reliance Industries,30/12/2022,3000,Mumbai,108.0,Q3,311313
Tata Group,26/05/2023,1645,Delhi,67.0,Q1,193772
Tata Group,11/03/2022,2628,Kolkata,58.0,Q1,152984
Adani Group,30/04/2021,2536,Kolkata,92.0,Q2,243504
Tata Group,26/08/2022,3582,Bangalore,95.0,Q2,274177
Reliance Industries,05/02/2021,3431,Chennai,84.0,Q1,222621
Satya Papers,29/07/2022,1780,Delhi,53.0,Q1,152972
Infosys,27/01/2023,4059,Kolkata,119.0,Q3,313027
Infosys,27/05/2022,1077,Delhi,48.0,Q1,138403
Infosys,07/04/2023,3232,Chennai,86.0,Q1,226734
Adani Group,31/12/2021,1450,Kolkata,78.0,Q1,205480
Reliance Industries,17/11/2023,3773,Chennai,81.0,Q1,214268
Adani Group,05/08/2022,1887,Chennai,34.0,Q1,89819
Infosys,27/08/2021,2237,Bangalore,70.0,Q2,201129
Tata Group,25/06/2021,4932,Delhi,114.0,Q3,328120
Infosys,11/06/2021,3142,Delhi,77.0,Q1,220325
Tata Group,23/09/2022,4870,Mumbai,111.0,Q3,320457
Reliance Industries,26/03/2021,2673,Bangalore,93.0,Q1,266830
Infosys,17/12/2021,4651,Chennai,123.0,Q3,325223
Infosys,18/03/2022,1409,Delhi,64.0,Q2,185492
Tata Group,24/11/2023,4317,Delhi,133.0,Q3,384391
Tata Group,22/07/2022,1615,Delhi,69.0,Q1,199085
Satya Papers,29/10/2021,2818,Mumbai,58.0,Q1,167979
Adani Group,14/04/2023,1337,Bangalore,61.0,Q2,176816
Tata Group,05/08/2022,1599,Delhi,47.0,Q1,134947
Adani Group,17/02/2023,3534,Mumbai,104.0,Q3,299668
Tata Group,01/07/2022,2360,Kolkata,57.0,Q1,151365
Reliance Industries,28/01/2022,1148,Bangalore,56.0,Q2,162327
Infosys,18/06/2021,1890,Bangalore,60.0,Q1,172673
Adani Group,25/08/2023,1573,Bangalore,102.0,Q3,292934
Tata Group,28/07/2023,3721,Bangalore,91.0,Q1,263446
Tata Group,01/01/2021,3660,Kolkata,71.0,Q2,186480
Satya Papers,23/06/2023,2010,Bangalore,71.0,Q2,204265
Tata Group,18/03/2022,1742,Chennai,79.0,Q2,207819
Satya Papers,20/08/2021,3384,Delhi,93.0,Q2,267963
Reliance Industries,01/10/2021,4459,Chennai,88.0,Q1,233513
Infosys,19/05/2023,1135,Delhi,90.0,Q2,259011
Adani Group,04/02/2022,3943,Kolkata,94.0,Q2,249380
Adani Group,03/11/2023,4558,Mumbai,99.0,Q2,285580
Satya Papers,27/01/2023,3488,Delhi,53.0,Q1,151364
Tata Group,15/07/2022,4453,Chennai,105.0,Q3,276519
Satya Papers,29/10/2021,3391,Bangalore,79.0,Q1,227667
Reliance Industries,12/05/2023,2925,Kolkata,71.0,Q1,186790
Tata Group,06/05/2022,2691,Chennai,82.0,Q2,216159
Satya Papers,25/08/2023,4891,Mumbai,103.0,Q3,296686
Satya Papers,11/03/2022,1640,Delhi,77.0,Q2,221027
Satya Papers,15/10/2021,2897,Kolkata,88.0,Q2,231102
Infosys,17/11/2023,2705,Delhi,84.0,Q2,242329
Satya Papers,22/04/2022,2122,Kolkata,28.0,Q1,74243
Satya Papers,20/01/2023,1542,Mumbai,102.0,Q3,293429
Tata Group,26/02/2021,3232,Bangalore,86.0,Q2,246384
Satya Papers,15/09/2023,4726,Chennai,111.0,Q3,293607
Tata Group,08/04/2022,4424,Kolkata,97.0,Q1,256518
Adani Group,29/04/2022,3575,Bangalore,84.0,Q1,241696
Adani Group,24/03/2023,3816,Chennai,88.0,Q1,232391
Tata Group,17/12/2021,2511,Mumbai,96.0,Q1,276975
Infosys,24/09/2021,4481,Mumbai,98.0,Q2,282795
Tata Group,05/05/2023,3357,Mumbai,60.0,Q2,174061
Tata Group,14/05/2021,1839,Kolkata,85.0,Q2,225385
Satya Papers,17/06/2022,3065,Chennai,70.0,Q1,183664
Tata Group,22/09/2023,3497,Delhi,76.0,Q1,219177
Infosys,03/06/2022,1775,Kolkata,68.0,Q2,180802
Adani Group,28/07/2023,1830,Bangalore,67.0,Q1,193722
Tata Group,28/07/2023,3561,Chennai,97.0,Q1,256024
Reliance Industries,02/09/2022,1785,Bangalore,111.0,Q3,318246
Tata Group,23/09/2022,4320,Chennai,64.0,Q1,168286
Adani Group,17/02/2023,3443,Mumbai,98.0,Q1,282088
Adani Group,12/03/2021,4282,Mumbai,126.0,Q3,362801
Reliance Industries,30/12/2022,3259,Mumbai,106.0,Q3,305548
Satya Papers,21/05/2021,2660,Mumbai,56.0,Q2,160445
Adani Group,26/02/2021,3732,Chennai,99.0,Q2,262572
Satya Papers,18/11/2022,2653,Kolkata,100.0,Q3,265056
Reliance Industries,21/04/2023,2240,Bangalore,77.0,Q2,222889
Adani Group,12/08/2022,3539,Kolkata,91.0,Q2,240292
Tata Group,18/02/2022,4920,Mumbai,77.0,Q1,222532
Reliance Industries,21/04/2023,4677,Mumbai,88.0,Q1,253532
Satya Papers,01/10/2021,3716,Chennai,149.0,Q3,392159
Infosys,14/10/2022,3108,Bangalore,81.0,Q1,233962
Infosys,25/02/2022,3120,Kolkata,76.0,Q1,201467
Reliance Industries,20/08/2021,4591,Delhi,107.0,Q3,308326
Satya Papers,13/08/2021,3943,Bangalore,80.0,Q1,231592
Reliance Industries,21/01/2022,4685,Bangalore,98.0,Q2,280942
Tata Group,28/01/2022,1369,Mumbai,103.0,Q3,296807
Reliance Industries,05/03/2021,4108,Chennai,107.0,Q3,281996
Reliance Industries,10/02/2023,3531,Bangalore,48.0,Q1,139200
Infosys,18/08/2023,2416,Bangalore,82.0,Q2,235687
Tata Group,19/05/2023,1263,Chennai,36.0,Q1,95793
Satya Papers,15/07/2022,2985,Delhi,79.0,Q1,226438
Satya Papers,20/10/2023,1034,Mumbai,51.0,Q2,148112
Infosys,08/12/2023,3049,Kolkata,62.0,Q1,164016
Infosys,28/05/2021,1798,Kolkata,67.0,Q2,176523
Satya Papers,10/09/2021,3281,Bangalore,92.0,Q2,265941
Tata Group,22/10/2021,4049,Mumbai,72.0,Q1,206705
Infosys,12/11/2021,3435,Bangalore,64.0,Q1,185364
Tata Group,09/12/2022,2798,Kolkata,80.0,Q2,211823
Tata Group,12/11/2021,4122,Bangalore,86.0,Q2,247176
Adani Group,09/07/2021,4609,Bangalore,82.0,Q1,234757
Satya Papers,13/05/2022,3741,Chennai,58.0,Q2,153671
Tata Group,03/12/2021,1199,Bangalore,67.0,Q1,193844
Infosys,15/04/2022,3188,Bangalore,67.0,Q1,194278
Infosys,11/06/2021,3957,Bangalore,49.0,Q1,140352
Reliance Industries,13/01/2023,4374,Bangalore,98.0,Q1,282932
Tata Group,16/12/2022,1683,Chennai,45.0,Q1,119609
Adani Group,16/09/2022,2362,Bangalore,93.0,Q1,268623
Adani Group,09/06/2023,4163,Kolkata,78.0,Q2,205619
Adani Group,17/02/2023,4916,Bangalore,79.0,Q2,226844
Infosys,16/07/2021,4639,Mumbai,70.0,Q2,200439
Reliance Industries,07/10/2022,2076,Delhi,66.0,Q1,191308
Reliance Industries,29/04/2022,4406,Bangalore,116.0,Q3,333525
Adani Group,18/08/2023,1771,Mumbai,32.0,Q1,93254
Infosys,10/12/2021,4908,Mumbai,91.0,Q1,262853
Infosys,05/02/2021,4237,Kolkata,117.0,Q3,308198
Tata Group,01/04/2022,4504,Bangalore,119.0,Q3,341767
Adani Group,25/02/2022,4374,Bangalore,123.0,Q3,353197
Satya Papers,22/09/2023,2277,Bangalore,99.0,Q1,283989
Tata Group,05/11/2021,1981,Kolkata,64.0,Q2,168228
Reliance Industries,22/01/2021,1069,Delhi,31.0,Q1,88398
Satya Papers,18/02/2022,3061,Kolkata,83.0,Q2,219610
Tata Group,12/02/2021,2792,Bangalore,113.0,Q3,325926
Infosys,29/04/2022,1080,Mumbai,79.0,Q2,228477
Infosys,20/10/2023,4598,Bangalore,101.0,Q3,291659
Satya Papers,01/04/2022,3231,Mumbai,61.0,Q1,174942
Adani Group,09/04/2021,2386,Chennai,104.0,Q3,274861
Reliance Industries,22/12/2023,1541,Mumbai,106.0,Q3,303936
Satya Papers,01/04/2022,4954,Delhi,74.0,Q1,213933
Reliance Industries,29/09/2023,2258,Mumbai,88.0,Q2,254708
Infosys,02/09/2022,3426,Chennai,65.0,Q1,171020
Reliance Industries,16/06/2023,2295,Kolkata,55.0,Q1,144549
Infosys,20/10/2023,4808,Bangalore,52.0,Q1,149395
Satya Papers,30/04/2021,1892,Mumbai,73.0,Q1,208984
Tata Group,02/09/2022,4806,Chennai,103.0,Q3,271206
Adani Group,29/10/2021,1813,Chennai,64.0,Q2,168888
Infosys,12/03/2021,2798,Mumbai,67.0,Q1,194074
Tata Group,09/09/2022,4407,Kolkata,115.0,Q3,303610
Reliance Industries,26/05/2023,1717,Delhi,57.0,Q2,163588
Infosys,15/04/2022,4167,Mumbai,98.0,Q1,281954
Reliance Industries,22/09/2023,4114,Bangalore,85.0,Q1,244789
Adani Group,07/05/2021,3084,Delhi,87.0,Q1,249539
Reliance Industries,05/05/2023,1068,Delhi,67.0,Q2,193492
Tata Group,07/07/2023,2970,Kolkata,53.0,Q2,139219
Reliance Industries,17/12/2021,2666,Mumbai,78.0,Q1,224129
Adani Group,11/06/2021,1964,Kolkata,37.0,Q1,98174
Tata Group,31/03/2023,3024,Bangalore,92.0,Q1,264838
Adani Group,30/12/2022,4788,Mumbai,101.0,Q3,290905
Tata Group,14/07/2023,4562,Mumbai,131.0,Q3,376575
Tata Group,17/09/2021,4044,Kolkata,57.0,Q1,151200
Adani Group,07/10/2022,4023,Bangalore,62.0,Q2,177474
Tata Group,25/06/2021,1467,Kolkata,57.0,Q2,150940
Adani Group,01/12/2023,1757,Kolkata,59.0,Q2,154793
Tata Group,24/03/2023,4654,Kolkata,134.0,Q3,353482
Adani Group,12/02/2021,2487,Delhi,62.0,Q2,179919
Satya Papers,23/09/2022,3793,Delhi,58.0,Q1,166698
Adani Group,07/05/2021,3508,Mumbai,123.0,Q3,353879
Satya Papers,19/02/2021,2506,Bangalore,51.0,Q2,148315
Tata Group,07/10/2022,1518,Bangalore,86.0,Q1,247679
Adani Group,20/10/2023,1945,Mumbai,40.0,Q1,115978
Adani Group,30/06/2023,2366,Delhi,78.0,Q2,224065
Satya Papers,12/02/2021,1174,Chennai,51.0,Q2,135411
Satya Papers,11/08/2023,4272,Kolkata,108.0,Q3,284318
Reliance Industries,19/05/2023,2899,Delhi,95.0,Q1,272503
Adani Group,26/03/2021,2671,Mumbai,96.0,Q2,277453
Adani Group,23/07/2021,3154,Delhi,68.0,Q2,196703
Satya Papers,19/11/2021,2640,Delhi,49.0,Q1,140637
Satya Papers,25/03/2022,2423,Delhi,58.0,Q2,167531
Satya Papers,23/04/2021,4059,Kolkata,51.0,Q1,135356
Adani Group,22/01/2021,4811,Mumbai,69.0,Q2,199938
Infosys,31/03/2023,3616,Chennai,73.0,Q2,191887
Adani Group,18/08/2023,2700,Bangalore,38.0,Q1,109697
Tata Group,03/02/2023,2985,Chennai,84.0,Q1,222883
Adani Group,25/03/2022,1546,Mumbai,36.0,Q1,102611
Reliance Industries,12/11/2021,1003,Bangalore,59.0,Q1,168530
Adani Group,30/12/2022,2860,Chennai,91.0,Q2,239748
Infosys,23/09/2022,1691,Chennai,41.0,Q1,108717
Adani Group,11/08/2023,1637,Chennai,78.0,Q2,204980
Reliance Industries,03/02/2023,3060,Delhi,101.0,Q3,289945
Adani Group,19/05/2023,3499,Bangalore,88.0,Q2,252634
Satya Papers,28/10/2022,4436,Chennai,96.0,Q2,254706
Satya Papers,03/02/2023,1697,Mumbai,78.0,Q1,223372
Satya Papers,09/04/2021,3187,Kolkata,99.0,Q2,261366
Reliance Industries,21/04/2023,3413,Bangalore,67.0,Q2,193457
Satya Papers,28/05/2021,1572,Mumbai,46.0,Q1,131898
Adani Group,03/06/2022,3442,Mumbai,78.0,Q2,223373
Satya Papers,23/09/2022,2242,Mumbai,38.0,Q1,109496
Infosys,23/06/2023,1979,Delhi,82.0,Q2,235628
Infosys,05/08/2022,4893,Kolkata,95.0,Q2,250828
Reliance Industries,31/03/2023,3385,Bangalore,98.0,Q1,282071
Infosys,05/11/2021,1242,Kolkata,83.0,Q1,218249
Tata Group,06/05/2022,1840,Chennai,89.0,Q1,235361
Adani Group,10/03/2023,2208,Delhi,59.0,Q2,169958
Tata Group,09/06/2023,3452,Mumbai,77.0,Q2,220454
Satya Papers,30/04/2021,4630,Bangalore,89.0,Q2,255822
Adani Group,09/04/2021,1823,Delhi,97.0,Q2,279918
Satya Papers,04/06/2021,1371,Delhi,48.0,Q1,137992
Infosys,09/09/2022,4407,Chennai,121.0,Q3,319227
Infosys,26/02/2021,1198,Kolkata,56.0,Q2,147417
Infosys,27/01/2023,2926,Chennai,81.0,Q1,212981
Tata Group,04/06/2021,2992,Bangalore,83.0,Q1,238098
Adani Group,05/02/2021,3490,Delhi,64.0,Q2,184865
Satya Papers,12/02/2021,1730,Mumbai,61.0,Q1,174730
Infosys,17/12/2021,3231,Delhi,91.0,Q1,260744
Tata Group,30/12/2022,2186,Mumbai,56.0,Q1,161983
Reliance Industries,04/08/2023,1799,Bangalore,27.0,Q1,77097
Satya Papers,16/12/2022,1069,Bangalore,58.0,Q1,167647
Satya Papers,21/10/2022,4336,Kolkata,120.0,Q3,317641
Adani Group,19/02/2021,1780,Kolkata,86.0,Q1,228314
Infosys,15/12/2023,1307,Chennai,78.0,Q1,205862
Satya Papers,30/09/2022,3235,Delhi,91.0,Q2,262992
Adani Group,23/12/2022,3656,Chennai,92.0,Q1,242038
Reliance Industries,08/01/2021,3364,Mumbai,88.0,Q1,254424
Adani Group,28/01/2022,4245,Chennai,65.0,Q1,170426
Infosys,26/02/2021,2798,Chennai,132.0,Q3,347337
Infosys,14/07/2023,3600,Delhi,68.0,Q2,194920
Adani Group,25/03/2022,4453,Bangalore,88.0,Q1,253144
Satya Papers,28/07/2023,3010,Delhi,109.0,Q3,313684
Reliance Industries,02/09/2022,4309,Delhi,94.0,Q2,271017
Infosys,17/12/2021,3618,Chennai,106.0,Q3,281118
Tata Group,03/06/2022,3148,Bangalore,69.0,Q2,198614
Adani Group,16/09/2022,2436,Bangalore,84.0,Q2,242802
Reliance Industries,19/03/2021,4475,Chennai,84.0,Q1,221563
Tata Group,24/02/2023,2224,Kolkata,46.0,Q1,120662
Reliance Industries,02/04/2021,3617,Mumbai,114.0,Q3,328429
Tata Group,19/05/2023,2571,Bangalore,47.0,Q1,134751
Infosys,24/06/2022,2772,Kolkata,81.0,Q2,213397
Adani Group,30/04/2021,1036,Chennai,62.0,Q1,164087
Tata Group,22/12/2023,3672,Delhi,130.0,Q3,373569
Adani Group,09/09/2022,4392,Mumbai,102.0,Q3,294405
Adani Group,22/09/2023,1388,Bangalore,61.0,Q2,176866
Reliance Industries,10/11/2023,3777,Bangalore,98.0,Q2,280943
Reliance Industries,05/08/2022,1638,Kolkata,87.0,Q2,229804
Adani Group,27/10/2023,4239,Delhi,125.0,Q3,358980
Infosys,08/12/2023,4446,Kolkata,91.0,Q2,240885
Satya Papers,24/02/2023,3250,Bangalore,88.0,Q1,253471
Adani Group,04/06/2021,4256,Chennai,126.0,Q3,331967
Reliance Industries,22/10/2021,4100,Kolkata,111.0,Q3,292469
Reliance Industries,18/11/2022,4765,Delhi,135.0,Q3,387677
Infosys,28/04/2023,1881,Chennai,91.0,Q1,239749
Infosys,16/06/2023,4311,Mumbai,87.0,Q1,251088
Reliance Industries,28/04/2023,3910,Kolkata,78.0,Q1,206866
Satya Papers,08/09/2023,4607,Mumbai,120.0,Q3,345464
Infosys,25/02/2022,4689,Bangalore,117.0,Q3,336481
Infosys,03/12/2021,1787,Bangalore,62.0,Q2,179723
Satya Papers,18/11/2022,1413,Chennai,37.0,Q1,97734
Infosys,25/02/2022,4637,Bangalore,109.0,Q3,314505
Tata Group,06/10/2023,1174,Kolkata,72.0,Q1,189461
Reliance Industries,03/12/2021,2896,Kolkata,63.0,Q2,166454
Satya Papers,10/09/2021,3116,Kolkata,51.0,Q2,134098
Tata Group,29/01/2021,4966,Kolkata,97.0,Q2,255490
Satya Papers,25/02/2022,2380,Chennai,59.0,Q2,155895
Tata Group,16/04/2021,1689,Kolkata,73.0,Q2,194030
Adani Group,26/05/2023,2327,Kolkata,81.0,Q1,213572
Reliance Industries,21/01/2022,4931,Bangalore,100.0,Q3,289315
Reliance Industries,04/02/2022,2030,Kolkata,92.0,Q1,243093
Satya Papers,02/07/2021,1117,Bangalore,87.0,Q1,249727
Adani Group,01/04/2022,4321,Chennai,106.0,Q3,281024
Infosys,09/07/2021,2903,Bangalore,78.0,Q1,225971
Adani Group,21/05/2021,1396,Kolkata,62.0,Q1,164272
Tata Group,26/03/2021,4951,Delhi,84.0,Q2,240887
Tata Group,08/12/2023,1445,Mumbai,47.0,Q1,134925
Reliance Industries,05/11/2021,2008,Chennai,51.0,Q1,133346
Tata Group,24/09/2021,1692,Kolkata,40.0,Q1,104681
Tata Group,17/11/2023,2425,Delhi,50.0,Q1,144803
Satya Papers,31/12/2021,2101,Chennai,76.0,Q1,201212
Adani Group,16/06/2023,3339,Mumbai,70.0,Q1,200849
Adani Group,25/02/2022,4071,Bangalore,96.0,Q1,276155
Satya Papers,12/08/2022,2179,Bangalore,47.0,Q1,135785
Tata Group,04/06/2021,3864,Kolkata,129.0,Q3,341677
Reliance Industries,04/08/2023,1806,Mumbai,49.0,Q1,140221
